1618356642.03	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['68.50', '25.64', '0.00']
1618356642.15	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['69.00', '26.56', '0.00']
1618356642.24	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['69.00', '26.56', '0.00']
1618356642.37	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['69.00', '26.56', '0.00']
1618356642.48	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['69.00', '26.56', '0.00']
1618356642.61	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['69.00', '26.56', '0.00']
1618356642.71	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['69.00', '26.56', '0.00']
1618356642.81	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['69.00', '26.56', '0.00']
1618356642.91	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['69.00', '26.56', '0.00']
1618356643.01	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['69.00', '26.56', '0.00']
1618356643.15	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['69.50', '27.48', '0.00']
1618356643.24	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['69.50', '27.48', '0.00']
1618356643.34	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['69.50', '27.48', '0.00']
1618356643.43	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['69.50', '27.48', '0.00']
1618356643.53	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['69.50', '27.48', '0.00']
1618356643.62	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['69.50', '27.48', '0.00']
1618356643.72	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['69.50', '27.48', '0.00']
1618356643.8	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['69.50', '27.48', '0.00']
1618356643.9	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['69.50', '27.48', '0.00']
1618356643.99	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['69.50', '27.48', '0.00']
1618356644.11	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['69.50', '27.48', '0.00']
1618356644.2	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['70.00', '28.40', '0.00']
1618356644.33	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['70.00', '28.40', '0.00']
1618356644.42	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['70.00', '28.40', '0.00']
1618356644.53	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['70.00', '28.40', '0.00']
1618356644.61	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['70.00', '28.40', '0.00']
1618356644.7	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['70.00', '28.40', '0.00']
1618356644.78	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['70.00', '28.40', '0.00']
1618356644.88	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['70.00', '28.40', '0.00']
1618356644.96	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['70.00', '28.40', '0.00']
1618356645.06	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['70.00', '28.40', '0.00']
1618356645.15	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['70.00', '28.40', '0.00']
1618356645.26	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['70.50', '29.32', '0.00']
1618356645.37	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['70.50', '29.32', '0.00']
1618356645.5	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['70.50', '29.32', '0.00']
1618356645.61	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['70.50', '29.32', '0.00']
1618356645.71	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['70.50', '29.32', '0.00']
1618356645.83	sta1	ap1	ap1	['ap1', 'ap3']	1.42	['70.50', '29.32', '0.00']
